country_code,country_name,region_id,Region Name,income_roup,income_group_name,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1993,38124000,63014875
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1994,2462000,3982530
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1995,12553400,19881850
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1996,16548000,25727612
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1997,32554664,49732149
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1998,8526376,12864176
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1999,35382262,52707079
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2000,54072046,78925771
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2001,91934518,131091565
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2002,508468566,713640093
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2003,983817162,1356053991
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2004,1940018313,2611412431
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2005,1729925029,2259567697
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2006,3004061332,3802128014
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2007,4980126264,6136183164
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2008,8858275580,10693234633
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2009,8964422981,10698678821
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2010,10873598845,12866641627
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2011,13418283535,15566454214
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2012,13096026384,14910652845
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2013,9736466244,10884814145
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2014,7171312455,7865868636
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2015,8263270918,8963305022
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2016,5060134865,5440420226
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2017,5766615291,6091924008
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2018,5949873009,6143389785
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2019,4893412935,4954853086
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2020,3951093334,3951093334
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2021,1186815293,1166976672
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2022,1857817150,1793779231
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2001,40790880,58164664
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2002,400296708,561819936
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2003,703345175,969462689
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2004,1240018130,1669158866
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2005,1661363692,2170015283
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2006,3357300942,4249210143
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2007,4900576456,6038167116
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2008,8334697744,10061199588
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2009,8560185509,10216237630
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2010,7841928877,9279291004
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2011,11449019235,13281924842
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2012,10108565211,11509239665
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2013,9962970260,11138032687
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2014,6993194208,7670499295
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2015,9284463813,10071009618
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2016,4322761341,4647630707
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2017,5026208400,5309748960
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2018,5181753918,5350287966
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2019,4669217857,4727843103
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2020,3728234780,3728234780
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2021,860744180,846356123
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2022,788205745,761036701
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2008,1067050000,1272404231
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2009,2033950000,2397673135
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2010,2777000000,3245701724
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2011,3923734000,4496261722
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2012,3213380000,3613767148
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2013,2505020000,2766246559
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2014,2193950000,2376990533
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2015,1594850000,1708160291
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2016,1514055000,1607388138
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2017,4704400000,4907307521
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2018,782800000,797984844
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2019,632800000,632800000
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2020,532800000,522485943
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2021,371800000,357464545
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2022,363800000,342884242
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2008,1058418000,1262110997
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2009,1091684000,1286905479
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2010,2624082000,3066974245
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2011,2523719000,2891964935
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2012,2227462000,2505003766
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2013,2292159000,2531188150
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2014,1121650000,1215228894
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2015,1126750000,1206802904
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2016,1036426000,1100315946
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2017,847800000,884366832
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2018,697400000,710928245
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2019,476533000,476533000
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2006,32171000,40221801
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2007,42060000,51191209
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2008,42203000,50324984
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2009,55967000,65975355
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2010,84115000,98311921
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2011,60871000,69752931
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2012,59735000,67177981
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2013,53676000,59273398
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2014,54788000,59358946
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2015,55146000,59063992
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2016,51612000,54793595
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2017,43942000,45837282
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2018,42023000,42838167
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2019,33619000,33619000
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2020,45360000,44481912
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1977,188000,646715
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1978,967000,3116339
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1979,1543000,4600477
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1980,6200000,17004937
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1981,3830000,9565435
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1982,2328000,5435442
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1983,1060000,2371365
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1984,2726000,5887689
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1985,4212000,8804348
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1986,3315000,6776369
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1987,3397000,6792641
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1988,4096000,7933372
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1989,2232000,4154877
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1990,2075000,3725983
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1991,6847000,11872724
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1992,35943600,60807987
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1993,43959600,72660497
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1994,61463686,99423627
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1995,44895920,71105354
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1996,92103220,143195306
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1997,53379800,81545676
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1998,73787225,111326531
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1999,54042484,80504220
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2000,105389883,153831390
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2001,77212847,110099593
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2002,124460349,174681194
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2003,165112162,227583963
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2004,119612466,161007481
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2005,67468496,88124994
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2006,80922579,102420679
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2007,53495364,65913458
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2008,57528112,69444850
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2009,54411931,64938450
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2010,99874061,118180159
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2011,82097868,95241141
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2012,74168277,84445263
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2013,54990419,61476137
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2014,55085301,60420423
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2015,58325764,63266899
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2016,67149553,72196046
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2017,75948565,80233005
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2018,50583613,52228825
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2019,50432742,51065954
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2020,62628908,62628908
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2021,40516731,39839459
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2022,25793670,24904577
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2001,64401962,91832250
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2002,111013573,155808519
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2003,149130501,205555475
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2004,129103513,173783156
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2005,84238958,110029985
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2006,61667189,78049853
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2007,43330314,53388738
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2008,55604064,67122241
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2009,48749820,58180953
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2010,61198658,72415863
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2011,68050324,78944688
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2012,80945049,92161048
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2013,76576237,85607837
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2014,67601895,74149253
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2015,62212451,67482879
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2016,69153136,74350213
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2017,56979210,60193546
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2018,52145007,53841008
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2019,54881242,55570308
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2020,35447705,35447705
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2021,39168940,38514192
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2022,20119990,19426474
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2008,34950000,41676143
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2009,42107000,49636826
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2010,68976000,80617761
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2011,77175000,88435914
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2012,72858000,81936106
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2013,56280000,62148948
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2014,55998000,60669897
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2015,57259000,61327115
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2016,50449000,53558903
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2017,45824000,47800455
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2018,12400000,12640536
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2019,28156000,28156000
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2020,24400000,23927661
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2021,36400000,34996528
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2022,36500000,34401525
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2008,41274000,49217199
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2009,45892000,54098682
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2010,84217000,98431136
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2011,60903000,69789600
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2012,59665000,67099259
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2013,53676000,59273398
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2014,54659000,59219184
